"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",707559,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",1009703,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",,"o","Missing value"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",,"o","Missing value"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",737106,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",728896,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",650766,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",633450,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",625458,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",654144,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",2077200,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",,"o","Missing value"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",,"o","Missing value"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",1507501,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",1490633,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",1342913,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",1307351,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",1296111,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",1361703,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",78063,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",44629,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",49511,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",58715,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",60578,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",67246,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",70612,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",66154,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",77799,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",50577,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",24793,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",35812,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",44188,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",44510,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",48253,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",51363,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",49216,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",57189,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",128640,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",69422,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",85323,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",102903,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",105088,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",115498,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",121975,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",115370,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",134988,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",226659,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",248158,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",224630,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",228629,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",236710,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",240598,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",248401,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",242553,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",257977,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",176023,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",195994,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",170006,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",171089,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",177526,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",178106,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",183419,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",180029,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",189811,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",402682,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",444152,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",394636,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",399718,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",414236,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",418704,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",431820,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",422582,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",447788,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",135052,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",136612,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",136416,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",136504,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",141158,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",151856,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",172569,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",169954,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",194438,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",99675,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",97156,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",97265,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",96653,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",95327,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",101813,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",111041,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",107858,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",123913,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",234727,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",233768,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",233681,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",233157,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",236485,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",253669,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",283610,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",277812,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",318351,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"k","Data included in another category"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"k","Data included in another category"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"k","Data included in another category"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"k","Data included in another category"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"k","Data included in another category"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"k","Data included in another category"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"k","Data included in another category"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"k","Data included in another category"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"k","Data included in another category"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",12033,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",11757,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",12507,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",12647,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",13187,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",13744,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",14095,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",13631,,
"GBR","United Kingdom","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",12291,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",13863,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",13263,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",14129,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",14719,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",14956,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",15725,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",15245,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",14810,,
"GBR","United Kingdom","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",12779,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",25896,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",25020,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",26636,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",27366,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",28143,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",29469,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",29340,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",28441,,
"GBR","United Kingdom","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",25070,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",121614,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",121233,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",123254,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",122947,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",122856,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",125919,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",127004,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",130999,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",133402,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",117104,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",117175,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",118447,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",117478,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",118787,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",122654,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",124702,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",127419,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",129289,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",238718,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",238408,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",241701,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",240425,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",241643,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",248573,,
